🚀 FULL MATRIX: 140 files × 5 backends × 3 tiers = 2100 calls
📋 Checkpoint: 0 results already in live_matrix_full_v2.jsonl
  ✅ [nemotron-3-super:cloud] tier2 DES_0011_openssl.bin: GT=DES PRED=DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier2 DES_0012_pycryptodome.bin: GT=DES PRED=DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier2 DES_0013_pycryptodome.bin: GT=DES PRED=DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier2 DES_0014_pycryptodome.bin: GT=DES PRED=DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier2 DES_0015_openssl.bin: GT=DES PRED=DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier2 DES_0016_pycryptodome.bin: GT=DES PRED=DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier2 DES_0017_openssl.bin: GT=DES PRED=DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier2 DES_0018_pycryptodome.bin: GT=DES PRED=DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier2 DES_0019_openssl.bin: GT=DES PRED=DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier2 DES_0020_pycryptodome.bin: GT=DES PRED=DES (0.7s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0001_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.1s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0002_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.0s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0003_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.0s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0004_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.0s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0005_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.1s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0006_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (2.0s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0007_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.1s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0008_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.0s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0009_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.5s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0010_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.4s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0011_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.2s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0012_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.1s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0013_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.3s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0014_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.2s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0015_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.1s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0016_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.1s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0017_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.4s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0018_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.0s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0019_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.0s)
  ✅ [nemotron-3-super:cloud] tier2 ML-KEM-768_0020_openssl.bin: GT=ML-KEM-768 PRED=ML-KEM-768 (1.1s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0001_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.3s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0002_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.1s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0003_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (9.7s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0004_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (0.8s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0005_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (0.8s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0006_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (0.8s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0007_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.4s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0008_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (1.1s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0009_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (3.8s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0010_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (1.3s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0011_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (0.9s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0012_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (0.8s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0013_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (0.9s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0014_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (2.1s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0015_pycryptodome.bin: GT=RSA-2048 PRED=RSA-2048 (0.9s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0016_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (0.7s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0017_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (1.2s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0018_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (0.8s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0019_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (0.9s)
  ✅ [nemotron-3-super:cloud] tier2 RSA-2048_0020_openssl.bin: GT=RSA-2048 PRED=RSA-2048 (0.8s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0001_openssl.bin: GT=3DES PRED=DES (11.7s)
  ✅ [nemotron-3-super:cloud] tier3 3DES_0002_openssl.bin: GT=3DES PRED=3DES (17.4s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0003_pycryptodome.bin: GT=3DES PRED=AES-256 (11.7s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0004_pycryptodome.bin: GT=3DES PRED=ChaCha20 (45.8s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0005_openssl.bin: GT=3DES PRED=ChaCha20 (17.4s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0006_pycryptodome.bin: GT=3DES PRED=DES (8.0s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0007_openssl.bin: GT=3DES PRED=AES-128 (18.2s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0008_pycryptodome.bin: GT=3DES PRED=DES (12.3s)
  ✅ [nemotron-3-super:cloud] tier3 3DES_0009_openssl.bin: GT=3DES PRED=3DES (13.8s)
  ✅ [nemotron-3-super:cloud] tier3 3DES_0010_pycryptodome.bin: GT=3DES PRED=3DES (9.9s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0011_pycryptodome.bin: GT=3DES PRED=ChaCha20 (14.8s)
  ✅ [nemotron-3-super:cloud] tier3 3DES_0012_openssl.bin: GT=3DES PRED=3DES (44.7s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0013_openssl.bin: GT=3DES PRED=AES-256 (20.2s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0014_openssl.bin: GT=3DES PRED=DES (10.5s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0015_pycryptodome.bin: GT=3DES PRED=ChaCha20 (25.8s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0016_openssl.bin: GT=3DES PRED=DES (17.2s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0017_openssl.bin: GT=3DES PRED=DES (8.0s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0018_pycryptodome.bin: GT=3DES PRED=DES (8.7s)
  ❌ [nemotron-3-super:cloud] tier3 3DES_0019_pycryptodome.bin: GT=3DES PRED=ChaCha20 (23.3s)
  ✅ [nemotron-3-super:cloud] tier3 3DES_0020_openssl.bin: GT=3DES PRED=3DES (15.0s)
  ✅ [nemotron-3-super:cloud] tier3 AES-128_0001_openssl.bin: GT=AES-128 PRED=AES-128 (12.9s)
  ✅ [nemotron-3-super:cloud] tier3 AES-128_0002_pycryptodome.bin: GT=AES-128 PRED=AES-128 (7.9s)
  ❌ [nemotron-3-super:cloud] tier3 AES-128_0003_pycryptodome.bin: GT=AES-128 PRED=AES-256 (5.7s)
  ✅ [nemotron-3-super:cloud] tier3 AES-128_0004_openssl.bin: GT=AES-128 PRED=AES-128 (4.6s)
  ❌ [nemotron-3-super:cloud] tier3 AES-128_0005_openssl.bin: GT=AES-128 PRED=AES-256 (17.6s)
  ❌ [nemotron-3-super:cloud] tier3 AES-128_0006_pycryptodome.bin: GT=AES-128 PRED=AES-256 (16.1s)
  ❌ [nemotron-3-super:cloud] tier3 AES-128_0007_pycryptodome.bin: GT=AES-128 PRED=AES-256 (10.0s)
  ❌ [nemotron-3-super:cloud] tier3 AES-128_0008_pycryptodome.bin: GT=AES-128 PRED=AES-256 (16.0s)
  ❌ [nemotron-3-super:cloud] tier3 AES-128_0009_openssl.bin: GT=AES-128 PRED=AES-256 (12.2s)
  ✅ [nemotron-3-super:cloud] tier3 AES-128_0010_openssl.bin: GT=AES-128 PRED=AES-128 (11.8s)
  ✅ [nemotron-3-super:cloud] tier3 AES-128_0011_pycryptodome.bin: GT=AES-128 PRED=AES-128 (9.1s)
  ✅ [nemotron-3-super:cloud] tier3 AES-128_0012_pycryptodome.bin: GT=AES-128 PRED=AES-128 (9.9s)
  ❌ [nemotron-3-super:cloud] tier3 AES-128_0013_openssl.bin: GT=AES-128 PRED=AES-256 (15.5s)
  ❌ [nemotron-3-super:cloud] tier3 AES-128_0014_openssl.bin: GT=AES-128 PRED=AES-256 (26.9s)
  ❌ [nemotron-3-super:cloud] tier3 AES-128_0015_pycryptodome.bin: GT=AES-128 PRED=AES-256 (17.7s)
  ✅ [nemotron-3-super:cloud] tier3 AES-128_0016_openssl.bin: GT=AES-128 PRED=AES-128 (9.3s)
  ❌ [nemotron-3-super:cloud] tier3 AES-128_0017_pycryptodome.bin: GT=AES-128 PRED=AES-256 (16.9s)
  ✅ [nemotron-3-super:cloud] tier3 AES-128_0018_openssl.bin: GT=AES-128 PRED=AES-128 (11.5s)
  ✅ [nemotron-3-super:cloud] tier3 AES-128_0019_pycryptodome.bin: GT=AES-128 PRED=AES-128 (7.4s)
  ❌ [nemotron-3-super:cloud] tier3 AES-128_0020_pycryptodome.bin: GT=AES-128 PRED=AES-256 (14.1s)
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0001_openssl.bin: GT=AES-256 PRED=AES-128 (13.1s)
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0002_openssl.bin: GT=AES-256 PRED=AES-128 (11.9s)
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0003_openssl.bin: GT=AES-256 PRED=AES-128 (6.1s)
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0004_openssl.bin: GT=AES-256 PRED=AES-128 (8.2s)
  ✅ [nemotron-3-super:cloud] tier3 AES-256_0005_openssl.bin: GT=AES-256 PRED=AES-256 (9.6s)
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0006_openssl.bin: GT=AES-256 PRED=AES-128 (19.1s)
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0007_pycryptodome.bin: GT=AES-256 PRED=AES-128 (9.2s)
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0008_pycryptodome.bin: GT=AES-256 PRED=AES-128 (9.4s)
  ✅ [nemotron-3-super:cloud] tier3 AES-256_0009_openssl.bin: GT=AES-256 PRED=AES-256 (59.0s)
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0010_openssl.bin: GT=AES-256 PRED=AES-128 (10.9s)
  ✅ [nemotron-3-super:cloud] tier3 AES-256_0011_pycryptodome.bin: GT=AES-256 PRED=AES-256 (22.0s)
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0012_pycryptodome.bin: GT=AES-256 PRED=ML-KEM-768 (20.6s)
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0013_openssl.bin: GT=AES-256 PRED=ChaCha20 (7.6s)
  ✅ [nemotron-3-super:cloud] tier3 AES-256_0014_openssl.bin: GT=AES-256 PRED=AES-256 (10.7s)
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0015_openssl.bin: GT=AES-256 PRED=AES-128 (22.4s)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ✅ [nemotron-3-super:cloud] tier3 AES-256_0016_pycryptodome.bin: GT=AES-256 PRED=AES-256 (18.2s)
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0017_openssl.bin: GT=AES-256 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0018_openssl.bin: GT=AES-256 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0019_pycryptodome.bin: GT=AES-256 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 AES-256_0020_pycryptodome.bin: GT=AES-256 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0001_openssl.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0002_pycryptodome.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0003_openssl.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0004_pycryptodome.bin: GT=ChaCha20 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0005_openssl.bin: GT=ChaCha20 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0006_pycryptodome.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0007_pycryptodome.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0008_pycryptodome.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0009_pycryptodome.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0010_pycryptodome.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0011_pycryptodome.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0012_openssl.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0013_pycryptodome.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0014_openssl.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0015_openssl.bin: GT=ChaCha20 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0016_openssl.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0017_openssl.bin: GT=ChaCha20 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0018_pycryptodome.bin: GT=ChaCha20 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0019_openssl.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ChaCha20_0020_openssl.bin: GT=ChaCha20 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0001_pycryptodome.bin: GT=DES PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0002_openssl.bin: GT=DES PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
